Nome Original,Nome Traduzido
"Pasta dish, homemade, cooked unfilled pasta, homemade tomato based sauce, added liver, with or without added vegetables","Prato de massa, caseiro, massa cozida sem recheio, molho à base de tomate caseiro, fígado adicionado, com ou sem vegetais adicionados"
"Pasta dish, homemade, cooked unfilled pasta, homemade tomato based sauce, added mixed seafood, with or without added vegetables","Prato de massa, caseiro, massa cozida sem recheio, molho à base de tomate caseiro, frutos do mar mistos adicionados, com ou sem vegetais adicionados  "
"Pasta dish, homemade, cooked unfilled pasta, homemade tomato based sauce, added salmon or tuna, with or without added vegetables","Prato de massa, caseiro, massa cozida sem recheio, molho à base de tomate caseiro, salmão ou atum adicionados, com ou sem vegetais adicionados  "
"Pasta dish, homemade, cooked unfilled pasta, homemade tomato based sauce, added vegetables","Prato de massa, caseiro, massa cozida sem recheio, molho à base de tomate caseiro, vegetais adicionados  "
"Pasta dish, cooked unfilled pasta, commercial tomato based sauce, added meat","Prato de massa, massa cozida sem recheio, molho à base de tomate comercial, carne adicionada  "
"Pasta dish, cooked unfilled pasta, homemade tomato based sauce, added meat","Prato de massa, massa cozida sem recheio, molho à base de tomate caseiro, carne adicionada"
"Pasta dish, cooked filled pasta, beef bolognese sauce","Prato de massa, massa recheada cozida, molho à bolonhesa de carne  "
"Pasta dish, cooked filled pasta, dairy based sauce","Prato de massa, massa recheada cozida, molho à base de laticínios  "
"Pasta dish, cooked filled pasta, dairy based sauce, added bacon, with or without added vegetables","Prato de massa, massa recheada cozida, molho à base de laticínios, bacon adicionado, com ou sem vegetais adicionados  "
"Pasta dish, cooked filled pasta, dairy based sauce, added meat","Prato de massa, massa recheada cozida, molho à base de laticínios, carne adicionada  "
"Pasta dish, cooked filled pasta, dairy based sauce, added vegetables","Prato de massa, massa recheada cozida, molho à base de laticínios, vegetais adicionados"
"Pasta dish, cooked filled pasta, oil based sauce","Prato de massa, massa recheada cozida, molho à base de óleo  "
"Pasta dish, cooked filled pasta, oil based sauce, added vegetables","Prato de massa, massa recheada cozida, molho à base de óleo, vegetais adicionados  "
"Pasta dish, cooked filled pasta, tomato based sauce","Prato de massa, massa recheada cozida, molho à base de tomate  "
"Pasta dish, cooked filled pasta, tomato based sauce, added bacon","Prato de massa, massa recheada cozida, molho à base de tomate, bacon adicionado  "
"Pasta dish, cooked filled pasta, tomato based sauce, added meat","Prato de massa, massa recheada cozida, molho à base de tomate, carne adicionada"
"Pasta dish, cooked filled pasta, tomato based sauce, added meat & vegetables","Prato de massa, massa recheada cozida, molho à base de tomate, carne e vegetais adicionados  "
"Pasta dish, cooked filled pasta, tomato based sauce, added vegetables","Prato de massa, massa recheada cozida, molho à base de tomate, vegetais adicionados  "
"Tuna mornay, homemade, cooked unfilled pasta, homemade white sauce, cheese & breadcrumbs","Atum mornay, caseiro, massa não recheada cozida, molho branco caseiro, queijo e farinha de rosca  "
"Pasta dish, not further defined","Prato de massa, não definido  "
"Pasta in cream based sauce, dry mix only","Massa em molho à base de creme, apenas mistura seca"
"Pasta in cream based sauce, prepared from dry mix with regular fat milk cows & margarine spread","Massa em molho cremoso, preparada a partir de mistura seca com leite de vaca integral e margarina  "
"Pasta in tomato based sauce, dry mix","Massa em molho de tomate, mistura seca  "
"Pasta in tomato based sauce, prepared from dry mix with water & margarine spread","Massa em molho de tomate, preparada a partir de mistura seca com água e margarina  "
"Spaghetti in meat sauce, canned, regular","Espaguete em molho de carne, enlatado, regular  "
"Spaghetti in tomato & cheese sauce, canned, regular","Espaguete em molho de tomate e queijo, enlatado, regular"
"Spaghetti in tomato & cheese sauce, canned, reduced salt","Espaguete em molho de tomate e queijo, enlatado, com baixo teor de sódio  "
"Gnocchi, potato, commercially prepared, boiled","Gnocchi, de batata, preparado comercialmente, cozido  "
"Cannoli, unfilled, fried","Cannoli, sem recheio, frito  "
"Cannoli, filled with vanilla, ricotta & cream cheese filling","Cannoli, recheado com recheio de baunilha, ricota e cream cheese  "
"Croissant, commercial, plain","Croissant, comercial, simples"
"Croissant, chocolate filled, commercial","Croissant, recheado com chocolate, comercial  "
"Danish, custard filled","Dinamarquês, recheado com creme  "
"Danish, custard & fruit filled","Dinamarquês, recheado com creme e frutas  "
"Danish, custard & pecan filled, commercial","Dinamarquês, recheado com creme e nozes pecan, comercial  "
"Eclair or profiterole, cream & custard filled, commercial, chocolate icing","Eclair ou profiterole, recheado com creme e creme, comercial, cobertura de chocolate"
"Eclair or profiterole, custard filled, commercial, chocolate icing","Eclair ou profiterole, recheado com creme de confeiteiro, comercial, cobertura de chocolate  "
"Eclair or profiterole, cream filled, commercial, chocolate icing","Eclair ou profiterole, recheado com creme, comercial, cobertura de chocolate  "
"Eclair or profiterole, mock cream filled, reduced fat, commercial, chocolate icing","Eclair ou profiterole, recheado com creme falso, reduzido em gordura, comercial, cobertura de chocolate  "
"Eclair or profiterole, custard filled, homemade from basic ingredients","Eclair ou profiterole, recheado com creme de confeiteiro, caseiro a partir de ingredientes básicos  "
"Fritter, banana, fried or deep-fried","Bolinho, banana, frito ou frito em imersão"
"Fritter, pineapple, fried or deep-fried","Fritura, abacaxi, frito ou frito em imersão  "
"Pastry, choux, commercial, baked, unfilled","Massa, choux, comercial, assada, sem recheio  "
"Pastry, choux, homemade from basic ingredients, raw","Massa, choux, caseira a partir de ingredientes básicos, crua  "
"Pastry, choux, homemade from basic ingredients, baked, unfilled","Massa, choux, caseira a partir de ingredientes básicos, assada, sem recheio  "
"Pastry, filo (fillo), commercial, raw","Massa, filo (fillo), comercial, crua"
"Pastry, filo (fillo), commercial, baked","Massa folhada, filo (fillo), comercial, assada  "
"Pastry, puff, with butter, commercial, raw","Massa folhada, folhada, com manteiga, comercial, crua  "
"Pastry, puff, with butter, commercial, baked","Massa folhada, folhada, com manteiga, comercial, assada  "
"Pastry, puff, vegetable oil, commercial, raw","Massa folhada, folhada, óleo vegetal, comercial, crua  "
"Pastry, puff, vegetable oil, commercial, baked","Massa folhada, folhada, óleo vegetal, comercial, assada"
"Pastry, puff, commercial, raw, not further defined","Massa folhada, comercial, crua, não definido  "
"Pastry, shortcrust style, commercial, raw","Massa podre, comercial, crua  "
"Pastry, shortcrust style, commercial, baked","Massa podre, comercial, assada  "
"Pastry, shortcrust style, reduced fat, commercial, raw","Massa podre, reduzida em gordura, comercial, crua  "
"Pastry, shortcrust style, homemade from basic ingredients, baked","Massa podre, caseira a partir de ingredientes básicos, assada"
"Pastry, shortcrust, wholemeal, commercial, raw","Massa, quebradiça, integral, comercial, crua  "
"Pastry, shortcrust, wholemeal, commercial, baked","Massa, quebradiça, integral, comercial, assada  "
"Pastry, spring roll, homemade from basic ingredients, raw","Massa, rolinho primavera, caseira a partir de ingredientes básicos, crua  "
"Pastry, dumpling wrapper style, raw","Massa, estilo de envoltório de bolinho, crua  "
"Pastry, gow gee wrapper style, raw","Massa, estilo de envoltório gow gee, crua"
"Pastry, dumpling wrapper, not further defined","Massa, envoltório de bolinho, não definido"
"Pastry, for use in quiche recipes, raw","Massa, para uso em receitas de quiche, crua"
"Chiko roll, takeaway style, deep fried","Chiko roll, estilo para viagem, frito"
"Curry puff, beef & vegetable, deep fried, commercial","Pastel de curry, carne e vegetais, frito, comercial"
"Curry puff, beef & vegetable, homemade from basic ingredients","Pastel de curry, carne e vegetais, caseiro a partir de ingredientes básicos"
"Dim sim, vegetable & meat filling, purchased frozen, microwaved or steamed","Dim sim, recheio de vegetais e carne, comprado congelado, aquecido no micro-ondas ou cozido no vapor  "
"Dim sim, vegetable &/or meat filling, takeaway style, deep fried","Dim sim, recheio de vegetais e/ou carne, estilo para viagem, frito  "
"Dumpling, savoury, plain, homemade from basic ingredients","Bolinho, salgado, simples, caseiro a partir de ingredientes básicos  "
"Dumpling or wonton, savoury, chicken, fried","Bolinho ou wonton, salgado, frango, frito  "
"Dumpling or wonton, savoury, chicken, steamed, boiled or microwaved","Bolinho ou wonton, salgado, frango, cozido no vapor, fervido ou aquecido no micro-ondas"
"Dumpling or wonton, savoury, meat & vegetable filled, takeaway style, cooked","Bolinho ou wonton, salgado, recheado com carne e vegetais, estilo para viagem, cozido  "
"Dumpling or wonton, savoury, meat, fried","Bolinho ou wonton, salgado, carne, frito  "
"Dumpling or wonton, savoury, meat, steamed, boiled or microwaved","Bolinho ou wonton, salgado, carne, cozido no vapor, fervido ou no micro-ondas  "
"Dumpling or wonton, savoury, meat & seafood, steamed, boiled or microwaved","Bolinho ou wonton, salgado, carne e frutos do mar, cozido no vapor, fervido ou no micro-ondas  "
"Dumpling or wonton, savoury, seafood, fried","Bolinho ou wonton, salgado, frutos do mar, frito"
"Dumpling or wonton, savoury, seafood, steamed, boiled or microwaved","Bolinho ou wonton, salgado, frutos do mar, cozido no vapor, fervido ou no micro-ondas  "
"Dumpling or wonton, savoury, vegetable, steamed, boiled or microwaved","Bolinho ou wonton, salgado, vegetal, cozido no vapor, fervido ou no micro-ondas  "
"Fritter, corn, fried or deep-fried","Bolinho, milho, frito ou fritura profunda  "
"Fritter, corned beef, fried or deep-fried","Bolinho, carne enlatada, frito ou fritura profunda  "
"Fritter, zucchini, fried or deep-fried","Bolinho, abobrinha, frito ou fritura profunda"
"Pakora (coated & deep fried vegetables), Indian restaurant-style",Pakora (vegetais empanados e fritos)
"Pastry, filled with salmon, with or without vegetables, homemade from basic ingredients","Massa folhada, recheada com salmão, com ou sem vegetais, caseira a partir de ingredientes básicos"
"Pastry, filled with spinach, commercial, ready to eat","Massa folhada, recheada com espinafre, comercial, pronta para comer"
"Pastry, filled with spinach, homemade from basic ingredients","Massa folhada, recheada com espinafre, caseira a partir de ingredientes básicos"
"Pastry, filled with spinach & cheese, from frozen, baked, no added fat","Massa folhada, recheada com espinafre e queijo, congelada, assada, sem gordura adicionada"
"Pastry, filled with spinach & cheese, commercial, ready to eat","Massa folhada, recheada com espinafre e queijo, comercial, pronta para comer  "
"Pasty, filled with vegetables, commercial, baked","Massa, recheada com vegetais, comercial, assada  "
"Pasty, filled with vegetables, homemade from basic ingredients","Massa, recheada com vegetais, caseira a partir de ingredientes básicos  "
"Pasty, filled with vegetables & meat, commercial, ready to eat","Massa, recheada com vegetais e carne, comercial, pronta para comer  "
"Pasty, filled with vegetables & meat, homemade from basic ingredients","Massa, recheada com vegetais e carne, caseira a partir de ingredientes básicos"
"Pie, savoury, chicken & vegetable, commercial","Torta salgada de frango e vegetais, comercial  "
"Pie, savoury, chicken & vegetable, homemade from basic ingredients","Torta salgada de frango e vegetais, caseira a partir de ingredientes básicos  "
"Pie, savoury, meat, commercial","Torta salgada de carne, comercial  "
"Pie, savoury, meat, commercial, family size","Torta salgada de carne, comercial, tamanho família  "
"Pie, savoury, meat, from frozen, baked or microwaved","Torta salgada de carne, congelada, assada ou aquecida no micro-ondas"
"Pie, savoury, meat & cheese, commercial","Torta, salgada, carne e queijo, comercial  "
"Pie, savoury, meat & kidney, commercial","Torta, salgada, carne e rim, comercial  "
"Pie, savoury, meat, kidney & vegetable filling, homemade from basic ingredients","Torta, salgada, carne, rim e recheio de vegetais, caseira a partir de ingredientes básicos  "
"Pie, savoury, meat & mushroom, from frozen, baked or microwaved","Torta, salgada, carne e cogumelo, congelada, assada ou aquecida no micro-ondas  "
"Pie, savoury, meat & vegetable filling, homemade from basic ingredients","Torta, salgada, carne e recheio de vegetais, caseira a partir de ingredientes básicos"
"Pie, savoury, meat filling, topped with potato, commercial","Torta, salgada, recheio de carne, coberta com batata, comercial  "
"Pie, savoury, pumpkin & fetta (feta), homemade from basic ingredients","Torta, salgada, abóbora & feta, caseira a partir de ingredientes básicos  "
"Pie, savoury, salmon & vegetable, homemade from basic ingredients","Torta, salgada, salmão & vegetais, caseira a partir de ingredientes básicos  "
"Pie, savoury, seafood & vegetable, homemade from basic ingredients","Torta, salgada, frutos do mar & vegetais, caseira a partir de ingredientes básicos  "
